drug,other,type
DB00398,P10721,DRUG_TARGETS
DB00398,P11362,DRUG_TARGETS
DB00398,P15056,DRUG_TARGETS
DB00398,P09619,DRUG_TARGETS
DB00398,P36888,DRUG_TARGETS
DB00398,P17948,DRUG_TARGETS
DB00398,P07949,DRUG_TARGETS
DB00243,Q14524,DRUG_TARGETS
DB00243,Q15858,DRUG_TARGETS
DB00716,Q13258,DRUG_TARGETS
DB00716,Q9NS75,DRUG_TARGETS
DB00716,P07900,DRUG_TARGETS
DB00716,P21462,DRUG_TARGETS
DB00716,Q9Y271,DRUG_TARGETS
DB00710,P14324,DRUG_TARGETS
DB00712,P35354,DRUG_TARGETS
DB00712,P23219,DRUG_TARGETS
DB00718,P24024,DRUG_TARGETS
DB01011,P00183,DRUG_TARGETS
DB01011,P15538,DRUG_TARGETS
DB00813,P41145,DRUG_TARGETS
DB00813,P35372,DRUG_TARGETS
DB00813,P41143,DRUG_TARGETS
DB00816,P07550,DRUG_TARGETS
DB06243,P11926,DRUG_TARGETS
DB00819,P00918,DRUG_TARGETS
DB00819,P22748,DRUG_TARGETS
DB00819,P07451,DRUG_TARGETS
DB00819,P43166,DRUG_TARGETS
DB00819,Q9ULX7,DRUG_TARGETS
DB00819,P00915,DRUG_TARGETS
DB00819,P29972,DRUG_TARGETS
DB06795,P23280,DRUG_TARGETS
DB04946,P34969,DRUG_TARGETS
DB04946,P35462,DRUG_TARGETS
DB04946,P18825,DRUG_TARGETS
DB04946,P28223,DRUG_TARGETS
DB04946,P50406,DRUG_TARGETS
DB04946,P21728,DRUG_TARGETS
DB04946,P14416,DRUG_TARGETS
DB04946,P08908,DRUG_TARGETS
DB04946,P35367,DRUG_TARGETS
DB04946,P35348,DRUG_TARGETS
DB04946,P21917,DRUG_TARGETS
DB04868,P00519,DRUG_TARGETS
DB04868,P10721,DRUG_TARGETS
DB04861,P07550,DRUG_TARGETS
DB04861,P08588,DRUG_TARGETS
DB02000,P95468,DRUG_TARGETS
DB02000,P00800,DRUG_TARGETS
DB00862,P18545,DRUG_TARGETS
DB00862,Q13956,DRUG_TARGETS
DB00862,O76074,DRUG_TARGETS
DB00861,P35354,DRUG_TARGETS
DB00861,P23219,DRUG_TARGETS
DB01080,Q9UBS5,DRUG_TARGETS
DB01080,P80404,DRUG_TARGETS
DB01086,Q9Y5Y9,DRUG_TARGETS
DB08439,P35354,DRUG_TARGETS
DB08439,P02788,DRUG_TARGETS
DB01084,P35367,DRUG_TARGETS
DB00868,Q14524,DRUG_TARGETS
DB01244,P54750,DRUG_TARGETS
DB01244,O95180,DRUG_TARGETS
DB01244,P05023,DRUG_TARGETS
DB01244,O00555,DRUG_TARGETS
DB01244,P51787,DRUG_TARGETS
DB01244,P62158,DRUG_TARGETS
DB01244,Q01064,DRUG_TARGETS
DB01244,P63316,DRUG_TARGETS
DB01244,Q9NY47,DRUG_TARGETS
DB01247,P21397,DRUG_TARGETS
DB01247,P27338,DRUG_TARGETS
DB01241,Q07869,DRUG_TARGETS
DB01242,P28335,DRUG_TARGETS
DB01242,P28223,DRUG_TARGETS
DB01242,P41595,DRUG_TARGETS
DB01242,P31645,DRUG_TARGETS
DB01242,P09211,DRUG_TARGETS
DB01242,P23975,DRUG_TARGETS
DB01064,P28482,DRUG_TARGETS
DB01064,P27986,DRUG_TARGETS
DB01064,Q92569,DRUG_TARGETS
DB01064,P08588,DRUG_TARGETS
DB01064,Q4ZHU6,DRUG_TARGETS
DB01064,P07550,DRUG_TARGETS
DB01064,O00459,DRUG_TARGETS
DB01064,P13945,DRUG_TARGETS
DB01065,P05164,DRUG_TARGETS
DB01065,P46597,DRUG_TARGETS
DB01065,P16083,DRUG_TARGETS
DB01065,P62158,DRUG_TARGETS
DB01065,P49286,DRUG_TARGETS
DB01065,P27797,DRUG_TARGETS
DB01065,P03372,DRUG_TARGETS
DB01065,Q92753,DRUG_TARGETS
DB01065,P48039,DRUG_TARGETS
DB01065,P11678,DRUG_TARGETS
DB01067,Q09428,DRUG_TARGETS
DB01067,P37231,DRUG_TARGETS
DB01062,P08172,DRUG_TARGETS
DB01062,P11229,DRUG_TARGETS
DB01062,P20309,DRUG_TARGETS
DB00593,O43497,DRUG_TARGETS
DB01101,P04818,DRUG_TARGETS
DB01100,Q12809,DRUG_TARGETS
DB01100,P62158,DRUG_TARGETS
DB01100,P35462,DRUG_TARGETS
DB01100,P14416,DRUG_TARGETS
DB01068,Q9UN88,DRUG_TARGETS
DB01068,P30536,DRUG_TARGETS
DB01068,P18507,DRUG_TARGETS
DB01068,P18505,DRUG_TARGETS
DB01068,O00591,DRUG_TARGETS
DB01068,O14764,DRUG_TARGETS
DB01068,P48169,DRUG_TARGETS
DB01068,P14867,DRUG_TARGETS
DB01068,Q8N1C3,DRUG_TARGETS
DB01068,P31644,DRUG_TARGETS
DB01068,P47870,DRUG_TARGETS
DB01068,P28472,DRUG_TARGETS
DB01068,Q16445,DRUG_TARGETS
DB01068,P47869,DRUG_TARGETS
DB01068,P34903,DRUG_TARGETS
DB01068,Q99928,DRUG_TARGETS
DB01068,P78334,DRUG_TARGETS
DB01069,P08172,DRUG_TARGETS
DB01069,P08173,DRUG_TARGETS
DB01069,P11229,DRUG_TARGETS
DB01069,P20309,DRUG_TARGETS
DB01069,P28223,DRUG_TARGETS
DB01069,P62158,DRUG_TARGETS
DB01069,P08912,DRUG_TARGETS
DB01069,P14416,DRUG_TARGETS
DB01069,P35367,DRUG_TARGETS
DB01069,P35348,DRUG_TARGETS
DB01105,P31645,DRUG_TARGETS
DB01105,P23975,DRUG_TARGETS
DB01105,Q01959,DRUG_TARGETS
DB00665,P10275,DRUG_TARGETS
DB00348,P32754,DRUG_TARGETS
DB00564,Q14524,DRUG_TARGETS
DB00449,P07550,DRUG_TARGETS
DB00449,P22303,DRUG_TARGETS
DB00449,P08913,DRUG_TARGETS
DB00449,P35348,DRUG_TARGETS
DB00449,P06276,DRUG_TARGETS
DB00448,P20648,DRUG_TARGETS
DB00561,O14649,DRUG_TARGETS
DB00561,Q9NPC2,DRUG_TARGETS
DB00440,P00374,DRUG_TARGETS
DB00440,P04818,DRUG_TARGETS
DB01400,P22303,DRUG_TARGETS
DB00969,P46098,DRUG_TARGETS
DB00748,P35367,DRUG_TARGETS
DB00749,P35354,DRUG_TARGETS
DB00749,P19793,DRUG_TARGETS
DB00749,P23219,DRUG_TARGETS
DB00214,Q13621,DRUG_TARGETS
DB00215,P35367,DRUG_TARGETS
DB00215,P31645,DRUG_TARGETS
DB00215,P11229,DRUG_TARGETS
DB00215,P35348,DRUG_TARGETS
DB00960,P07550,DRUG_TARGETS
DB00960,P28222,DRUG_TARGETS
DB00960,P08588,DRUG_TARGETS
DB00960,P08908,DRUG_TARGETS
DB00745,Q01959,DRUG_TARGETS
DB00745,P35368,DRUG_TARGETS
DB00210,P10826,DRUG_TARGETS
DB00210,P28702,DRUG_TARGETS
DB00210,P48443,DRUG_TARGETS
DB00210,P10276,DRUG_TARGETS
DB00210,P19793,DRUG_TARGETS
DB00210,P13631,DRUG_TARGETS
DB00967,P35367,DRUG_TARGETS
DB00740,Q14524,DRUG_TARGETS
DB00740,Q9UPY5,DRUG_TARGETS
DB01618,P28223,DRUG_TARGETS
DB01618,P11229,DRUG_TARGETS
DB01618,P14416,DRUG_TARGETS
DB01618,P08908,DRUG_TARGETS
DB00571,P07550,DRUG_TARGETS
DB00571,P28222,DRUG_TARGETS
DB00571,P08588,DRUG_TARGETS
DB00571,P13945,DRUG_TARGETS
DB00571,P08908,DRUG_TARGETS
DB02546,Q9UBN7,DRUG_TARGETS
DB02546,O15379,DRUG_TARGETS
DB02546,Q9BY41,DRUG_TARGETS
DB02546,Q13547,DRUG_TARGETS
DB02546,Q92769,DRUG_TARGETS
DB02546,O67135,DRUG_TARGETS
DB01580,P07550,DRUG_TARGETS
DB01580,P08588,DRUG_TARGETS
DB01589,Q9UN88,DRUG_TARGETS
DB01589,P24046,DRUG_TARGETS
DB01589,P28472,DRUG_TARGETS
DB01589,P18507,DRUG_TARGETS
DB01589,P18505,DRUG_TARGETS
DB01589,A8MPY1,DRUG_TARGETS
DB01589,O00591,DRUG_TARGETS
DB01589,O14764,DRUG_TARGETS
DB01589,P48169,DRUG_TARGETS
DB01589,P14867,DRUG_TARGETS
DB01589,P28476,DRUG_TARGETS
DB01589,Q8N1C3,DRUG_TARGETS
DB01589,P31644,DRUG_TARGETS
DB01589,P47870,DRUG_TARGETS
DB01589,Q16445,DRUG_TARGETS
DB01589,P47869,DRUG_TARGETS
DB01589,P34903,DRUG_TARGETS
DB01589,Q99928,DRUG_TARGETS
DB01589,P78334,DRUG_TARGETS
DB00690,Q9UN88,DRUG_TARGETS
DB00690,P24046,DRUG_TARGETS
DB00690,P28472,DRUG_TARGETS
DB00690,P18507,DRUG_TARGETS
DB00690,P18505,DRUG_TARGETS
DB00690,A8MPY1,DRUG_TARGETS
DB00690,O00591,DRUG_TARGETS
DB00690,O14764,DRUG_TARGETS
DB00690,P48169,DRUG_TARGETS
DB00690,P14867,DRUG_TARGETS
DB00690,P28476,DRUG_TARGETS
DB00690,Q8N1C3,DRUG_TARGETS
DB00690,P31644,DRUG_TARGETS
DB00690,P47870,DRUG_TARGETS
DB00690,Q16445,DRUG_TARGETS
DB00690,P47869,DRUG_TARGETS
DB00690,P34903,DRUG_TARGETS
DB00690,Q99928,DRUG_TARGETS
DB00690,P78334,DRUG_TARGETS
DB00692,P08913,DRUG_TARGETS
DB00692,P35348,DRUG_TARGETS
DB00693,P06310,DRUG_TARGETS
DB00695,P00918,DRUG_TARGETS
DB00695,Q13621,DRUG_TARGETS
DB00697,P18825,DRUG_TARGETS
DB00697,P08913,DRUG_TARGETS
DB00697,P18089,DRUG_TARGETS
DB00697,Q9Y2I1,DRUG_TARGETS
DB00360,P17752,DRUG_TARGETS
DB00360,P00439,DRUG_TARGETS
DB00360,P07101,DRUG_TARGETS
DB00360,P29474,DRUG_TARGETS
DB00362,A2QLK4,DRUG_TARGETS
DB00363,P18825,DRUG_TARGETS
DB00363,P28221,DRUG_TARGETS
DB00363,P28222,DRUG_TARGETS
DB00363,P28223,DRUG_TARGETS
DB00363,P35462,DRUG_TARGETS
DB00363,P46098,DRUG_TARGETS
DB00363,P28566,DRUG_TARGETS
DB00363,P11229,DRUG_TARGETS
DB00363,Q9H3N8,DRUG_TARGETS
DB00363,P34969,DRUG_TARGETS
DB00363,P08912,DRUG_TARGETS
DB00363,P21728,DRUG_TARGETS
DB00363,P08913,DRUG_TARGETS
DB00363,P14416,DRUG_TARGETS
DB00363,P08172,DRUG_TARGETS
DB00363,P08173,DRUG_TARGETS
DB00363,P28335,DRUG_TARGETS
DB00363,P18089,DRUG_TARGETS
DB00363,P35368,DRUG_TARGETS
DB00363,P35367,DRUG_TARGETS
DB00363,Q9NYX4,DRUG_TARGETS
DB00363,P35348,DRUG_TARGETS
DB00363,P21917,DRUG_TARGETS
DB00363,P50406,DRUG_TARGETS
DB00363,P20309,DRUG_TARGETS
DB00363,P08908,DRUG_TARGETS
DB06802,P35354,DRUG_TARGETS
DB06802,P23219,DRUG_TARGETS
DB00369,P08546,DRUG_TARGETS
DB06209,Q9H244,DRUG_TARGETS
DB00750,Q14524,DRUG_TARGETS
DB06201,Q15858,DRUG_TARGETS
DB06201,P41594,DRUG_TARGETS
DB00918,P28221,DRUG_TARGETS
DB00918,P28222,DRUG_TARGETS
DB00916,O25608,DRUG_TARGETS
DB00916,Q16850,DRUG_TARGETS
DB00916,P29166,DRUG_TARGETS
DB00915,Q8TCU5,DRUG_TARGETS
DB00915,P21430,DRUG_TARGETS
DB00915,P14416,DRUG_TARGETS
DB00754,Q14524,DRUG_TARGETS
DB02530,P50440,DRUG_TARGETS
DB00724,Q9NR97,DRUG_TARGETS
DB00724,Q9NYK1,DRUG_TARGETS
DB00208,Q9H244,DRUG_TARGETS
DB00621,P10275,DRUG_TARGETS
DB00623,P21728,DRUG_TARGETS
DB00623,P62158,DRUG_TARGETS
DB00623,P14416,DRUG_TARGETS
DB00184,Q15825,DRUG_TARGETS
DB00184,P32297,DRUG_TARGETS
DB00184,P28329,DRUG_TARGETS
DB00184,Q15822,DRUG_TARGETS
DB00184,P43681,DRUG_TARGETS
DB00184,Q9UGM1,DRUG_TARGETS
DB00184,Q9GZZ6,DRUG_TARGETS
DB00184,P30532,DRUG_TARGETS
DB00184,Q05901,DRUG_TARGETS
DB00184,P36544,DRUG_TARGETS
DB00184,P17787,DRUG_TARGETS
DB00184,P30926,DRUG_TARGETS
DB00184,P11511,DRUG_TARGETS
DB00186,Q9UN88,DRUG_TARGETS
DB00186,P30536,DRUG_TARGETS
DB00186,P18507,DRUG_TARGETS
DB00186,P18505,DRUG_TARGETS
DB00186,O00591,DRUG_TARGETS
DB00186,O14764,DRUG_TARGETS
DB00186,P48169,DRUG_TARGETS
DB00186,P14867,DRUG_TARGETS
DB00186,Q8N1C3,DRUG_TARGETS
DB00186,P31644,DRUG_TARGETS
DB00186,P47870,DRUG_TARGETS
DB00186,P28472,DRUG_TARGETS
DB00186,Q16445,DRUG_TARGETS
DB00186,P47869,DRUG_TARGETS
DB00186,P34903,DRUG_TARGETS
DB00186,Q99928,DRUG_TARGETS
DB00186,P78334,DRUG_TARGETS
DB00187,P08588,DRUG_TARGETS
DB00629,P08913,DRUG_TARGETS
DB00629,P18089,DRUG_TARGETS
DB00628,Q9UN88,DRUG_TARGETS
DB00628,P30536,DRUG_TARGETS
DB00628,P18507,DRUG_TARGETS
DB00628,P18505,DRUG_TARGETS
DB00628,O00591,DRUG_TARGETS
DB00628,O14764,DRUG_TARGETS
DB00628,P48169,DRUG_TARGETS
DB00628,P14867,DRUG_TARGETS
DB00628,Q8N1C3,DRUG_TARGETS
DB00628,P31644,DRUG_TARGETS
DB00628,P47870,DRUG_TARGETS
DB00628,P28472,DRUG_TARGETS
DB00628,Q16445,DRUG_TARGETS
DB00628,P47869,DRUG_TARGETS
DB00628,P34903,DRUG_TARGETS
DB00628,Q99928,DRUG_TARGETS
DB00628,P78334,DRUG_TARGETS
DB00182,P27338,DRUG_TARGETS
DB00182,P18825,DRUG_TARGETS
DB00182,Q96RJ0,DRUG_TARGETS
DB00182,Q01959,DRUG_TARGETS
DB00182,P25100,DRUG_TARGETS
DB00182,Q05940,DRUG_TARGETS
DB00182,P08588,DRUG_TARGETS
DB00182,P08913,DRUG_TARGETS
DB00182,P18089,DRUG_TARGETS
DB00182,P14416,DRUG_TARGETS
DB00182,P35368,DRUG_TARGETS
DB00182,P07550,DRUG_TARGETS
DB00182,P31645,DRUG_TARGETS
DB00182,P23975,DRUG_TARGETS
DB00182,P35348,DRUG_TARGETS
DB00182,P13945,DRUG_TARGETS
DB00182,Q16568,DRUG_TARGETS
DB05812,P05093,DRUG_TARGETS
DB00973,P35610,DRUG_TARGETS
DB00973,P15144,DRUG_TARGETS
DB00973,Q9UHC9,DRUG_TARGETS
DB01201,P0A674,DRUG_TARGETS
DB00829,Q9UN88,DRUG_TARGETS
DB00829,P24046,DRUG_TARGETS
DB00829,P30536,DRUG_TARGETS
DB00829,P18507,DRUG_TARGETS
DB00829,P18505,DRUG_TARGETS
DB00829,A8MPY1,DRUG_TARGETS
DB00829,O00591,DRUG_TARGETS
DB00829,O14764,DRUG_TARGETS
DB00829,P48169,DRUG_TARGETS
DB00829,P14867,DRUG_TARGETS
DB00829,P28476,DRUG_TARGETS
DB00829,Q8N1C3,DRUG_TARGETS
DB00829,P31644,DRUG_TARGETS
DB00829,P47870,DRUG_TARGETS
DB00829,P28472,DRUG_TARGETS
DB00829,Q16445,DRUG_TARGETS
DB00829,P47869,DRUG_TARGETS
DB00829,P34903,DRUG_TARGETS
DB00829,Q99928,DRUG_TARGETS
DB00829,P78334,DRUG_TARGETS
DB00980,P48039,DRUG_TARGETS
DB00980,P49286,DRUG_TARGETS
DB01205,Q9UN88,DRUG_TARGETS
DB01205,P28472,DRUG_TARGETS
DB01205,P18507,DRUG_TARGETS
DB01205,P18505,DRUG_TARGETS
DB01205,O00591,DRUG_TARGETS
DB01205,O14764,DRUG_TARGETS
DB01205,P48169,DRUG_TARGETS
DB01205,P14867,DRUG_TARGETS
DB01205,Q8N1C3,DRUG_TARGETS
DB01205,P31644,DRUG_TARGETS
DB01205,P47870,DRUG_TARGETS
DB01205,Q16445,DRUG_TARGETS
DB01205,P47869,DRUG_TARGETS
DB01205,P34903,DRUG_TARGETS
DB01205,Q99928,DRUG_TARGETS
DB01205,P78334,DRUG_TARGETS
DB01206,Q9H169,DRUG_TARGETS
DB00983,P07550,DRUG_TARGETS
DB00822,P05091,DRUG_TARGETS
DB00822,P09172,DRUG_TARGETS
DB00820,Q9HCR9,DRUG_TARGETS
DB00820,O76074,DRUG_TARGETS
DB00827,P43700,DRUG_TARGETS
DB00181,O75899,DRUG_TARGETS
DB00181,Q9UBS5,DRUG_TARGETS
DB06616,Q02750,DRUG_TARGETS
DB06616,P00519,DRUG_TARGETS
DB06616,P36507,DRUG_TARGETS
DB06616,P08631,DRUG_TARGETS
DB06616,P12931,DRUG_TARGETS
DB06616,Q13555,DRUG_TARGETS
DB06616,Q9Y2U5,DRUG_TARGETS
DB06616,P11274,DRUG_TARGETS
DB06616,P24941,DRUG_TARGETS
DB06616,P07948,DRUG_TARGETS
DB06594,P48039,DRUG_TARGETS
DB06594,P28335,DRUG_TARGETS
DB06594,P49286,DRUG_TARGETS
DB01029,P05412,DRUG_TARGETS
DB01029,P30556,DRUG_TARGETS
DB01438,P35498,DRUG_TARGETS
DB01020,P33402,DRUG_TARGETS
DB01023,P02585,DRUG_TARGETS
DB01023,P54750,DRUG_TARGETS
DB01023,O95180,DRUG_TARGETS
DB01023,Q01064,DRUG_TARGETS
DB01023,P62158,DRUG_TARGETS
DB01023,P54289,DRUG_TARGETS
DB01023,Q08289,DRUG_TARGETS
DB01023,P63316,DRUG_TARGETS
DB01023,Q13936,DRUG_TARGETS
DB01023,Q13698,DRUG_TARGETS
DB01023,P08235,DRUG_TARGETS
DB01023,Q01668,DRUG_TARGETS
DB01023,Q9NY47,DRUG_TARGETS
DB01025,P08700,DRUG_TARGETS
DB01025,P05230,DRUG_TARGETS
DB01025,P80511,DRUG_TARGETS
DB01025,Q99584,DRUG_TARGETS
DB01026,P10275,DRUG_TARGETS
DB01026,P10613,DRUG_TARGETS
DB01026,P08686,DRUG_TARGETS
DB01026,P11511,DRUG_TARGETS
DB00482,P35354,DRUG_TARGETS
DB00482,O15530,DRUG_TARGETS
DB00528,Q06432,DRUG_TARGETS
DB00521,P07550,DRUG_TARGETS
DB00521,P08588,DRUG_TARGETS
DB00524,P55017,DRUG_TARGETS
DB00489,P07550,DRUG_TARGETS
DB00489,Q12809,DRUG_TARGETS
DB00489,P08588,DRUG_TARGETS
DB01156,P32297,DRUG_TARGETS
DB01156,P23975,DRUG_TARGETS
DB01156,Q01959,DRUG_TARGETS
DB01151,P08172,DRUG_TARGETS
DB01151,P08173,DRUG_TARGETS
DB01151,P28223,DRUG_TARGETS
DB01151,P11229,DRUG_TARGETS
DB01151,P18825,DRUG_TARGETS
DB01151,P20309,DRUG_TARGETS
DB01151,P28335,DRUG_TARGETS
DB01151,P25100,DRUG_TARGETS
DB01151,P17405,DRUG_TARGETS
DB01151,P08588,DRUG_TARGETS
DB01151,P08912,DRUG_TARGETS
DB01151,P08913,DRUG_TARGETS
DB01151,P18089,DRUG_TARGETS
DB01151,P14416,DRUG_TARGETS
DB01151,P35368,DRUG_TARGETS
DB01151,P35367,DRUG_TARGETS
DB01151,P07550,DRUG_TARGETS
DB01151,P31645,DRUG_TARGETS
DB01151,P23975,DRUG_TARGETS
DB01151,P35348,DRUG_TARGETS
DB01151,P08908,DRUG_TARGETS
DB01153,P10613,DRUG_TARGETS
DB00216,P28566,DRUG_TARGETS
DB00216,P28221,DRUG_TARGETS
DB00216,P28222,DRUG_TARGETS
DB00216,P34969,DRUG_TARGETS
DB00216,P41595,DRUG_TARGETS
DB00216,P30939,DRUG_TARGETS
DB00216,P08908,DRUG_TARGETS
DB00310,Q13621,DRUG_TARGETS
DB00313,Q9Y5Y9,DRUG_TARGETS
DB00313,Q9NY72,DRUG_TARGETS
DB00313,Q14524,DRUG_TARGETS
DB00313,Q99250,DRUG_TARGETS
DB00313,Q07699,DRUG_TARGETS
DB00313,Q15858,DRUG_TARGETS
DB00313,Q9UQD0,DRUG_TARGETS
DB00313,P80404,DRUG_TARGETS
DB00313,P51649,DRUG_TARGETS
DB00313,Q01118,DRUG_TARGETS
DB00313,O60939,DRUG_TARGETS
DB00313,Q92769,DRUG_TARGETS
DB00313,Q9UI33,DRUG_TARGETS
DB00313,P35498,DRUG_TARGETS
DB00313,Q02218,DRUG_TARGETS
DB00313,P35499,DRUG_TARGETS
DB00313,Q9UKV0,DRUG_TARGETS
DB00313,P45954,DRUG_TARGETS
DB00313,Q8IWT1,DRUG_TARGETS
DB00313,Q9NY46,DRUG_TARGETS
DB00312,P48169,DRUG_TARGETS
DB00312,O15399,DRUG_TARGETS
DB00312,P47869,DRUG_TARGETS
DB00312,P34903,DRUG_TARGETS
DB00312,P78334,DRUG_TARGETS
DB00312,Q05586,DRUG_TARGETS
DB00312,Q13002,DRUG_TARGETS
DB00312,P18507,DRUG_TARGETS
DB00312,P18505,DRUG_TARGETS
DB00312,Q16445,DRUG_TARGETS
DB00312,Q8N1C3,DRUG_TARGETS
DB00312,P14867,DRUG_TARGETS
DB00312,Q14957,DRUG_TARGETS
DB00312,O00591,DRUG_TARGETS
DB00312,Q9UN88,DRUG_TARGETS
DB00312,P28472,DRUG_TARGETS
DB00312,P43681,DRUG_TARGETS
DB00312,O14764,DRUG_TARGETS
DB00312,O60391,DRUG_TARGETS
DB00312,Q13224,DRUG_TARGETS
DB00312,Q12879,DRUG_TARGETS
DB00312,Q8TCU5,DRUG_TARGETS
DB00312,P47870,DRUG_TARGETS
DB00312,P36544,DRUG_TARGETS
DB00312,P31644,DRUG_TARGETS
DB00312,Q99928,DRUG_TARGETS
DB00312,P42262,DRUG_TARGETS
DB05271,P35462,DRUG_TARGETS
DB05271,P18089,DRUG_TARGETS
DB05271,P21918,DRUG_TARGETS
DB05271,P21728,DRUG_TARGETS
DB05271,P14416,DRUG_TARGETS
DB05271,P08908,DRUG_TARGETS
DB05271,P21917,DRUG_TARGETS
DB01656,Q07343,DRUG_TARGETS
DB01656,Q08493,DRUG_TARGETS
DB01656,Q08499,DRUG_TARGETS
DB01656,P27815,DRUG_TARGETS
DB00317,P00533,DRUG_TARGETS
DB00316,P35354,DRUG_TARGETS
DB00316,P23219,DRUG_TARGETS
DB00331,Q9Y478,DRUG_TARGETS
DB00799,P28702,DRUG_TARGETS
DB00799,P10276,DRUG_TARGETS
DB00799,P10826,DRUG_TARGETS
DB00799,P13631,DRUG_TARGETS
DB00798,P0A7S3,DRUG_TARGETS
DB00798,P98164,DRUG_TARGETS
DB00798,P08164,DRUG_TARGETS
DB00798,P00374,DRUG_TARGETS
DB00794,Q9UN88,DRUG_TARGETS
DB00794,Q13002,DRUG_TARGETS
DB00794,P18507,DRUG_TARGETS
DB00794,P18505,DRUG_TARGETS
DB00794,O00591,DRUG_TARGETS
DB00794,O14764,DRUG_TARGETS
DB00794,P48169,DRUG_TARGETS
DB00794,P14867,DRUG_TARGETS
DB00794,P43681,DRUG_TARGETS
DB00794,Q8N1C3,DRUG_TARGETS
DB00794,P31644,DRUG_TARGETS
DB00794,P47870,DRUG_TARGETS
DB00794,P28472,DRUG_TARGETS
DB00794,P36544,DRUG_TARGETS
DB00794,Q16445,DRUG_TARGETS
DB00794,P47869,DRUG_TARGETS
DB00794,P34903,DRUG_TARGETS
DB00794,Q99928,DRUG_TARGETS
DB00794,P42262,DRUG_TARGETS
DB00794,P78334,DRUG_TARGETS
DB00796,P30556,DRUG_TARGETS
DB03754,P44160,DRUG_TARGETS
DB03754,P17707,DRUG_TARGETS
DB03754,Q96FI4,DRUG_TARGETS
DB03754,P12996,DRUG_TARGETS
DB03754,Q9X0N8,DRUG_TARGETS
DB03754,P07585,DRUG_TARGETS
DB03754,Q8UCK6,DRUG_TARGETS
DB03754,P06653,DRUG_TARGETS
DB03754,P0AFB1,DRUG_TARGETS
DB03754,Q52369,DRUG_TARGETS
DB03754,Q8WVQ1,DRUG_TARGETS
DB03754,P15692,DRUG_TARGETS
DB03754,P01556,DRUG_TARGETS
DB00418,Q05586,DRUG_TARGETS
DB00418,Q13002,DRUG_TARGETS
DB00418,O15399,DRUG_TARGETS
DB00418,P48169,DRUG_TARGETS
DB00418,O60391,DRUG_TARGETS
DB00418,Q13224,DRUG_TARGETS
DB00418,Q12879,DRUG_TARGETS
DB00418,Q8TCU5,DRUG_TARGETS
DB00418,P31644,DRUG_TARGETS
DB00418,P14867,DRUG_TARGETS
DB00418,P36544,DRUG_TARGETS
DB00418,Q16445,DRUG_TARGETS
DB00418,P47869,DRUG_TARGETS
DB00418,Q14957,DRUG_TARGETS
DB00418,P34903,DRUG_TARGETS
DB00418,P43681,DRUG_TARGETS
DB00418,P42262,DRUG_TARGETS
DB00419,Q16739,DRUG_TARGETS
DB04398,Q9RW27,DRUG_TARGETS
DB04398,P09546,DRUG_TARGETS
DB00559,P24530,DRUG_TARGETS
DB00559,P25101,DRUG_TARGETS
DB00557,P35367,DRUG_TARGETS
DB00555,Q99250,DRUG_TARGETS
DB00551,P18314,DRUG_TARGETS
DB00551,P39900,DRUG_TARGETS
DB00550,P07202,DRUG_TARGETS
DB00953,P30939,DRUG_TARGETS
DB00953,P28221,DRUG_TARGETS
DB00953,P28222,DRUG_TARGETS
DB00776,Q14524,DRUG_TARGETS
DB00951,P0A5Y6,DRUG_TARGETS
DB00951,Q08129,DRUG_TARGETS
DB00951,P05177,DRUG_TARGETS
DB00951,P10632,DRUG_TARGETS
DB00951,P33261,DRUG_TARGETS
DB00951,P0A546,DRUG_TARGETS
DB00951,P08684,DRUG_TARGETS
DB00774,P00918,DRUG_TARGETS
DB00774,P22748,DRUG_TARGETS
DB00774,P05023,DRUG_TARGETS
DB00774,Q13621,DRUG_TARGETS
DB00774,P00915,DRUG_TARGETS
DB00774,Q16790,DRUG_TARGETS
DB00774,O43570,DRUG_TARGETS
DB00774,Q12791,DRUG_TARGETS
DB00678,P30556,DRUG_TARGETS
DB00896,P04150,DRUG_TARGETS
DB00897,Q9UN88,DRUG_TARGETS
DB00897,P24046,DRUG_TARGETS
DB00897,P30536,DRUG_TARGETS
DB00897,P18507,DRUG_TARGETS
DB00897,P18505,DRUG_TARGETS
DB00897,A8MPY1,DRUG_TARGETS
DB00897,O00591,DRUG_TARGETS
DB00897,O14764,DRUG_TARGETS
DB00897,P48169,DRUG_TARGETS
DB00897,P14867,DRUG_TARGETS
DB00897,P28476,DRUG_TARGETS
DB00897,Q8N1C3,DRUG_TARGETS
DB00897,P31644,DRUG_TARGETS
DB00897,P47870,DRUG_TARGETS
DB00897,P28472,DRUG_TARGETS
DB00897,Q16445,DRUG_TARGETS
DB00897,P47869,DRUG_TARGETS
DB00897,P34903,DRUG_TARGETS
DB00897,Q99928,DRUG_TARGETS
DB00897,P78334,DRUG_TARGETS
DB00389,P07202,DRUG_TARGETS
DB08827,P55157,DRUG_TARGETS
DB00384,P37088,DRUG_TARGETS
DB00384,P51168,DRUG_TARGETS
DB00384,P51170,DRUG_TARGETS
DB00384,P51172,DRUG_TARGETS
DB00385,P11388,DRUG_TARGETS
DB04272,P03950,DRUG_TARGETS
DB04272,Q9X0N8,DRUG_TARGETS
DB04272,Q9BY32,DRUG_TARGETS
DB04272,P11922,DRUG_TARGETS
DB04272,P39126,DRUG_TARGETS
DB04272,P04190,DRUG_TARGETS
